payment_fact_key,payment_id,rental_id,customer_key,film_key,store_key,staff_key,payment_date_key,payment_amount,payment_count
84,84,15038,3,367,2,2,20050822,0.99,1
85,85,15619,3,540,1,1,20050823,2.99,1
86,86,1297,4,239,2,1,20050615,4.99,1
87,87,1633,4,63,1,1,20050616,0.99,1
88,88,1707,4,42,2,2,20050616,2.99,1
89,89,1735,4,19,2,2,20050616,0.99,1
90,90,2043,4,547,2,2,20050617,0.99,1
91,91,2642,4,448,1,1,20050619,5.99,1
92,92,7660,4,958,1,1,20050728,2.99,1
93,93,7718,4,784,2,2,20050728,2.99,1
94,94,8741,4,35,2,1,20050729,3.99,1
95,95,9100,4,895,1,1,20050730,5.99,1
96,96,9371,4,653,1,1,20050730,5.99,1
97,97,11069,4,11,2,2,20050802,0.99,1
98,98,11110,4,939,2,1,20050802,2.99,1
99,99,11529,4,676,1,2,20050817,4.99,1
100,100,12151,4,431,2,1,20050818,2.99,1
101,101,12294,4,543,1,2,20050818,8.99,1
102,102,12856,4,26,2,2,20050819,1.99,1
103,103,13704,4,740,2,1,20050820,2.99,1
104,104,13807,4,837,2,1,20050820,6.99,1
105,105,14225,4,219,1,2,20050821,4.99,1
106,106,15147,4,559,2,1,20050822,2.99,1
107,107,15635,4,728,1,2,20050823,1.99,1
108,108,731,5,896,2,1,20050529,0.99,1
109,109,1085,5,68,1,1,20050531,6.99,1
110,110,1142,5,870,2,1,20050531,1.99,1
111,111,1502,5,722,2,1,20050615,3.99,1
112,112,1631,5,539,1,2,20050616,2.99,1
113,113,2063,5,941,2,2,20050617,4.99,1
114,114,2570,5,245,2,2,20050619,2.99,1
115,115,3126,5,263,2,2,20050620,4.99,1
116,116,3677,5,131,1,2,20050706,4.99,1
117,117,4889,5,975,2,2,20050708,2.99,1
118,118,5016,5,408,2,1,20050709,4.99,1
119,119,5118,5,213,1,2,20050709,5.99,1
120,120,5156,5,91,2,2,20050709,1.99,1
121,121,5721,5,511,1,2,20050710,0.99,1
122,122,6042,5,465,2,1,20050711,8.99,1
123,123,6663,5,951,2,1,20050712,3.99,1
124,124,6685,5,314,1,2,20050712,4.99,1
125,125,7293,5,733,1,2,20050727,0.99,1
126,126,7652,5,18,2,2,20050728,0.99,1
127,127,7829,5,22,1,2,20050728,3.99,1
128,128,8263,5,6,1,1,20050729,2.99,1
129,129,8978,5,155,2,1,20050730,1.99,1
130,130,9493,5,333,1,1,20050730,4.99,1
131,131,9888,5,962,1,1,20050731,3.99,1
132,132,10609,5,568,1,2,20050801,4.99,1
133,133,10625,5,663,2,1,20050801,0.99,1
134,134,11001,5,810,1,2,20050802,4.99,1
135,135,11179,5,956,1,1,20050802,4.99,1
136,136,11930,5,286,2,2,20050817,3.99,1
137,137,12145,5,763,2,1,20050818,9.99,1
138,138,12797,5,349,2,1,20050819,2.99,1
139,139,13063,5,266,1,1,20050819,1.99,1
140,140,13877,5,743,2,2,20050820,0.99,1
141,141,14053,5,470,1,2,20050820,6.99,1
142,142,14430,5,575,2,1,20050821,6.99,1
143,143,14494,5,37,1,2,20050821,2.99,1
144,144,15232,5,12,1,2,20050822,0.99,1
145,145,13209,5,345,2,2,20060214,0.99,1
146,146,57,6,858,2,2,20050525,4.99,1
147,147,577,6,83,1,1,20050528,2.99,1
148,148,916,6,285,1,2,20050530,0.99,1
149,149,1575,6,730,1,1,20050616,3.99,1
150,150,1841,6,514,2,2,20050616,2.99,1
151,151,1966,6,452,2,1,20050617,0.99,1
152,152,2345,6,395,1,1,20050618,0.99,1
153,153,3983,6,280,1,2,20050706,0.99,1
154,154,4278,6,807,2,2,20050707,2.99,1
155,155,5553,6,367,2,1,20050710,0.99,1
156,156,6211,6,592,2,2,20050711,5.99,1
157,157,6248,6,590,1,1,20050711,7.99,1
158,158,6686,6,833,2,2,20050712,0.99,1
159,159,7099,6,689,1,2,20050727,2.99,1
160,160,7136,6,418,2,2,20050727,2.99,1
161,161,8101,6,160,1,1,20050728,0.99,1
162,162,10271,6,807,2,1,20050801,2.99,1
163,163,11023,6,790,1,1,20050802,2.99,1
164,164,11398,6,862,1,1,20050802,3.99,1
165,165,11591,6,365,1,1,20050817,6.99,1
166,166,11727,6,19,2,1,20050817,0.99,1
167,167,11853,6,849,2,1,20050817,0.99,1
168,168,12254,6,626,2,2,20050818,2.99,1
169,169,13451,6,841,1,2,20050820,6.99,1
170,170,14329,6,775,1,1,20050821,7.99,1
171,171,14377,6,293,1,1,20050821,4.99,1
172,172,15509,6,285,2,1,20050823,5.99,1
173,173,15603,6,562,1,2,20050823,0.99,1
174,174,46,7,730,1,2,20050525,5.99,1
175,175,117,7,931,2,2,20050525,0.99,1
176,176,748,7,615,2,2,20050529,2.99,1
177,177,975,7,683,1,1,20050530,4.99,1
178,178,1063,7,545,1,1,20050531,5.99,1
179,179,1810,7,516,2,2,20050616,0.99,1
180,180,2250,7,880,1,1,20050618,2.99,1
181,181,2709,7,631,1,1,20050619,0.99,1
182,182,2888,7,103,1,1,20050620,4.99,1
183,183,3007,7,424,2,1,20050620,0.99,1
184,184,3639,7,617,1,2,20050706,5.99,1
185,185,4238,7,664,1,2,20050707,2.99,1
186,186,4787,7,857,1,2,20050708,5.99,1
187,187,4856,7,532,2,1,20050708,4.99,1
188,188,5441,7,854,2,1,20050709,8.99,1
189,189,5921,7,856,1,1,20050710,7.99,1
190,190,6174,7,687,1,1,20050711,1.99,1
191,191,6295,7,305,1,1,20050711,2.99,1
192,192,6761,7,796,1,2,20050712,3.99,1
193,193,8422,7,682,1,2,20050729,5.99,1
194,194,9624,7,763,1,2,20050731,7.99,1
195,195,10330,7,346,2,2,20050801,6.99,1
196,196,10423,7,162,1,1,20050801,5.99,1
197,197,10514,7,330,2,1,20050801,4.99,1
198,198,10644,7,953,2,2,20050801,4.99,1
199,199,10989,7,491,2,2,20050802,3.99,1
200,200,11542,7,465,2,2,20050817,7.99,1
201,201,12367,7,396,2,1,20050818,8.99,1
202,202,12730,7,15,2,1,20050818,2.99,1
203,203,13373,7,880,2,2,20050819,2.99,1
204,204,13476,7,628,1,1,20050820,2.99,1
205,205,13594,7,750,1,1,20050820,0.99,1
206,206,14222,7,156,2,1,20050821,5.99,1
207,207,866,8,628,2,2,20050530,6.99,1
208,208,1305,8,42,2,2,20050615,2.99,1
209,209,2095,8,415,1,1,20050617,5.99,1
210,210,3114,8,521,1,2,20050620,4.99,1
211,211,3475,8,473,2,1,20050705,5.99,1
212,212,4003,8,882,1,1,20050707,0.99,1
213,213,4175,8,432,1,2,20050707,2.99,1
214,214,4409,8,692,2,2,20050707,3.99,1
215,215,4503,8,329,1,1,20050708,3.99,1
216,216,5300,8,554,1,1,20050709,2.99,1
217,217,5341,8,554,2,2,20050709,2.99,1
218,218,6375,8,421,2,1,20050711,4.99,1
219,219,6647,8,401,1,1,20050712,0.99,1
220,220,8809,8,722,2,1,20050729,1.99,1
221,221,9629,8,609,1,2,20050731,2.99,1
222,222,10141,8,1,2,2,20050731,0.99,1
223,223,10561,8,474,2,2,20050801,2.99,1
224,224,11232,8,216,2,1,20050802,9.99,1
225,225,11284,8,37,2,2,20050802,2.99,1
226,226,12613,8,847,2,1,20050818,2.99,1
227,227,14114,8,491,1,1,20050821,0.99,1
228,228,15374,8,930,2,1,20050822,7.99,1
229,229,15764,8,645,1,1,20050823,2.99,1
230,230,15805,8,985,1,1,20050823,4.99,1
231,231,350,9,604,2,2,20050527,4.99,1
232,232,877,9,196,1,2,20050530,0.99,1
233,233,1075,9,493,2,2,20050531,4.99,1
234,234,3142,9,856,2,2,20050620,7.99,1
235,235,3262,9,826,2,2,20050621,4.99,1
236,236,4454,9,305,2,1,20050707,2.99,1
237,237,4748,9,931,2,2,20050708,0.99,1
238,238,4796,9,545,1,1,20050708,1.99,1
239,239,5659,9,928,1,1,20050710,2.99,1
240,240,6019,9,763,2,2,20050711,4.99,1
241,241,6165,9,774,1,1,20050711,5.99,1
242,242,7616,9,830,2,2,20050728,0.99,1
243,243,7801,9,445,2,1,20050728,2.99,1
244,244,9043,9,897,1,1,20050730,4.99,1
245,245,10451,9,531,2,1,20050801,0.99,1
246,246,10454,9,88,2,1,20050801,4.99,1
247,247,11400,9,691,2,2,20050802,5.99,1
248,248,11556,9,82,1,1,20050817,0.99,1
249,249,12228,9,609,1,1,20050818,2.99,1
250,250,12309,9,166,2,1,20050818,2.99,1
251,251,12652,9,459,2,2,20050818,4.99,1
252,252,14489,9,502,1,2,20050821,7.99,1
253,253,15813,9,219,1,1,20060214,4.99,1
254,254,1140,10,816,1,2,20050531,4.99,1
255,255,1801,10,227,2,1,20050616,4.99,1
256,256,1995,10,407,1,1,20050617,4.99,1
257,257,2222,10,840,1,2,20050618,3.99,1
258,258,2814,10,387,2,1,20050619,0.99,1
259,259,2865,10,344,2,1,20050620,0.99,1
260,260,3790,10,373,2,2,20050706,3.99,1
261,261,4042,10,10,2,2,20050707,4.99,1
262,262,4255,10,164,1,1,20050707,1.99,1
263,263,5038,10,678,1,1,20050709,7.99,1
264,264,5068,10,645,1,2,20050709,2.99,1
265,265,5444,10,650,2,1,20050709,0.99,1
266,266,5905,10,850,1,1,20050710,2.99,1
267,267,7738,10,16,2,1,20050728,2.99,1
268,268,8001,10,563,1,2,20050728,6.99,1
269,269,8188,10,838,1,2,20050728,4.99,1
270,270,9935,10,486,1,1,20050731,4.99,1
271,271,10671,10,969,1,2,20050801,8.99,1
272,272,11289,10,629,2,2,20050802,2.99,1
273,273,11405,10,91,2,1,20050802,0.99,1
274,274,12031,10,613,1,2,20050817,2.99,1
275,275,12400,10,383,1,2,20050818,2.99,1
276,276,13316,10,972,2,2,20050819,4.99,1
277,277,13917,10,942,2,2,20050820,2.99,1
278,278,15370,10,13,2,1,20050822,5.99,1
279,279,987,11,86,1,1,20050530,6.99,1
280,280,1470,11,880,2,1,20050615,6.99,1
281,281,1939,11,131,2,1,20050617,7.99,1
282,282,3192,11,812,2,1,20050620,0.99,1
283,283,4608,11,166,1,2,20050708,2.99,1
284,284,4943,11,599,2,1,20050708,4.99,1
285,285,5835,11,174,2,2,20050710,5.99,1
286,286,6146,11,740,2,2,20050711,6.99,1
287,287,7314,11,302,2,1,20050727,4.99,1
288,288,8014,11,508,2,1,20050728,4.99,1
289,289,8100,11,626,2,2,20050728,2.99,1
290,290,8447,11,206,2,2,20050729,1.99,1
291,291,8715,11,189,2,1,20050729,0.99,1
292,292,8950,11,662,1,1,20050730,9.99,1
293,293,9292,11,370,2,2,20050730,6.99,1
294,294,10812,11,823,2,1,20050801,4.99,1
295,295,11166,11,139,1,2,20050802,6.99,1
296,296,11502,11,976,2,2,20050816,0.99,1
297,297,12015,11,129,2,2,20050817,5.99,1
298,298,13572,11,143,1,2,20050820,0.99,1
299,299,13790,11,304,1,1,20050820,4.99,1
300,300,15120,11,677,2,1,20050822,0.99,1
301,301,15240,11,438,2,2,20050822,2.99,1
302,302,11646,11,105,2,1,20060214,0.99,1
303,303,988,12,301,1,1,20050530,4.99,1
304,304,1084,12,1000,1,1,20050531,4.99,1
305,305,1752,12,772,2,2,20050616,5.99,1
306,306,2434,12,818,1,2,20050618,5.99,1
307,307,2500,12,922,1,2,20050618,5.99,1
308,308,2623,12,978,1,2,20050619,4.99,1
309,309,3135,12,249,1,2,20050620,2.99,1
310,310,3411,12,924,1,1,20050621,0.99,1
311,311,3870,12,737,2,1,20050706,3.99,1
312,312,5071,12,949,2,1,20050709,0.99,1
313,313,5074,12,303,1,1,20050709,0.99,1
314,314,5111,12,630,2,2,20050709,0.99,1
315,315,5242,12,186,1,2,20050709,3.99,1
316,316,6773,12,735,2,1,20050712,2.99,1
317,317,7008,12,799,1,2,20050727,0.99,1
318,318,7279,12,311,2,2,20050727,0.99,1
319,319,8985,12,697,2,2,20050730,0.99,1
320,320,9166,12,69,2,2,20050730,4.99,1
321,321,9238,12,737,2,2,20050730,5.99,1
322,322,9627,12,103,2,1,20050731,5.99,1
323,323,9708,12,719,1,2,20050731,5.99,1
324,324,10392,12,662,2,2,20050801,10.99,1
325,325,11497,12,97,1,2,20050816,0.99,1
326,326,12604,12,897,1,1,20050818,4.99,1
327,327,13519,12,40,2,2,20050820,0.99,1
328,328,13895,12,672,2,2,20050820,2.99,1
329,329,14240,12,725,1,2,20050821,4.99,1
330,330,15993,12,357,2,1,20050823,0.99,1
331,331,1933,13,218,2,1,20050617,2.99,1
332,332,2209,13,532,2,1,20050618,4.99,1
333,333,2952,13,823,1,1,20050620,2.99,1
334,334,3047,13,135,2,1,20050620,8.99,1
335,335,3946,13,67,1,2,20050706,2.99,1
336,336,6118,13,661,1,1,20050711,8.99,1
337,337,6568,13,914,2,1,20050712,2.99,1
338,338,6870,13,681,2,1,20050712,0.99,1
339,339,6897,13,37,1,1,20050712,2.99,1
340,340,7916,13,847,2,1,20050728,2.99,1
341,341,8277,13,286,1,1,20050729,2.99,1
342,342,8831,13,771,1,2,20050729,11.99,1
343,343,9260,13,865,1,2,20050730,9.99,1
344,344,9434,13,830,2,2,20050730,0.99,1
345,345,9664,13,79,1,1,20050731,0.99,1
346,346,9736,13,449,2,1,20050731,7.99,1
347,347,10003,13,350,2,1,20050731,4.99,1
348,348,11292,13,47,2,1,20050802,4.99,1
349,349,11315,13,247,2,2,20050802,0.99,1
350,350,11761,13,482,1,2,20050817,5.99,1
351,351,12918,13,216,2,2,20050819,7.99,1
352,352,13096,13,92,1,2,20050819,4.99,1
353,353,13213,13,339,2,2,20050819,0.99,1
354,354,13456,13,358,2,1,20050820,0.99,1
355,355,14252,13,583,2,1,20050821,9.99,1
356,356,14545,13,537,2,2,20050821,7.99,1
357,357,15338,13,112,1,1,20050822,4.99,1
358,358,151,14,646,1,1,20050526,0.99,1
359,359,346,14,941,1,1,20050527,9.99,1
360,360,525,14,395,1,1,20050528,5.99,1
361,361,671,14,230,1,1,20050528,2.99,1
362,362,815,14,822,2,2,20050529,0.99,1
363,363,1360,14,893,2,2,20050615,4.99,1
364,364,3707,14,241,1,1,20050706,2.99,1
365,365,4952,14,101,1,1,20050708,0.99,1
366,366,5104,14,457,2,1,20050709,0.99,1
367,367,5317,14,591,2,2,20050709,7.99,1
368,368,5383,14,124,2,1,20050709,4.99,1
369,369,5565,14,739,1,1,20050710,7.99,1
370,370,8035,14,329,1,1,20050728,6.99,1
371,371,8042,14,942,1,1,20050728,0.99,1
372,372,8548,14,738,2,1,20050729,3.99,1
373,373,8836,14,719,1,2,20050729,4.99,1
374,374,9438,14,24,1,2,20050730,4.99,1
375,375,9592,14,397,1,1,20050731,2.99,1
376,376,10348,14,450,2,1,20050801,2.99,1
377,377,10526,14,6,1,2,20050801,6.99,1
378,378,11480,14,904,1,1,20050802,4.99,1
379,379,11528,14,199,2,2,20050817,3.99,1
380,380,12668,14,433,1,1,20050818,2.99,1
381,381,13757,14,253,2,1,20050820,4.99,1
382,382,15015,14,674,1,2,20050822,6.99,1
383,383,15373,14,970,2,1,20050822,0.99,1
384,384,16045,14,168,1,1,20050823,0.99,1
385,385,13780,14,385,2,1,20060214,4.99,1
386,386,2486,15,59,2,1,20050618,2.99,1
387,387,2937,15,435,1,1,20050620,5.99,1
388,388,3182,15,875,1,2,20050620,0.99,1
389,389,3550,15,527,2,1,20050706,7.99,1
390,390,4127,15,385,1,1,20050707,5.99,1
391,391,5717,15,116,2,1,20050710,2.99,1
392,392,5975,15,657,1,2,20050711,2.99,1
393,393,7105,15,190,2,1,20050727,4.99,1
394,394,8193,15,525,1,1,20050728,0.99,1
395,395,8615,15,973,1,2,20050729,6.99,1
396,396,8927,15,61,1,2,20050730,4.99,1
397,397,9987,15,353,2,1,20050731,2.99,1
398,398,11118,15,526,2,1,20050802,2.99,1
399,399,11141,15,353,1,1,20050802,2.99,1
400,400,11307,15,326,2,2,20050802,2.99,1
401,401,11341,15,784,2,2,20050802,2.99,1
402,402,11922,15,811,1,1,20050817,7.99,1
403,403,12272,15,428,2,2,20050818,2.99,1
404,404,12551,15,474,2,2,20050818,2.99,1
405,405,12635,15,73,2,1,20050818,2.99,1
406,406,13339,15,313,1,2,20050819,8.99,1
407,407,13393,15,213,1,1,20050819,5.99,1
408,408,13503,15,100,1,2,20050820,5.99,1
409,409,13541,15,300,2,1,20050820,4.99,1
410,410,13677,15,873,2,2,20050820,3.99,1
411,411,14569,15,194,2,2,20050821,0.99,1
412,412,14776,15,764,2,2,20050821,4.99,1
413,413,14872,15,214,2,2,20050822,8.99,1
414,414,15178,15,379,2,1,20050822,0.99,1
415,415,15897,15,361,1,1,20050823,4.99,1
416,416,13798,15,116,1,1,20060214,3.98,1
417,417,13968,15,812,2,2,20060214,0.0,1
418,418,335,16,309,1,1,20050527,3.99,1
419,419,593,16,393,1,1,20050528,2.99,1
420,420,887,16,598,1,2,20050530,0.99,1
421,421,1017,16,274,2,1,20050531,2.99,1
422,422,1934,16,871,1,2,20050617,6.99,1
423,423,1944,16,71,2,1,20050617,7.99,1
424,425,2960,16,865,1,1,20050620,7.99,1
425,426,3348,16,646,2,2,20050621,0.99,1
426,427,3548,16,982,1,1,20050706,0.99,1
427,428,4219,16,615,2,2,20050707,2.99,1
428,429,4263,16,651,2,2,20050707,3.99,1
429,430,4517,16,100,1,2,20050708,4.99,1
430,431,6100,16,764,1,1,20050711,4.99,1
431,432,7489,16,816,1,2,20050727,0.99,1
432,433,7552,16,468,1,2,20050727,2.99,1
433,434,8452,16,939,2,2,20050729,5.99,1
434,435,9158,16,875,1,2,20050730,0.99,1
435,436,9610,16,683,1,2,20050731,5.99,1
436,437,10687,16,700,2,2,20050801,2.99,1
437,438,10727,16,445,1,2,20050801,2.99,1
438,439,11308,16,153,1,2,20050802,0.99,1
439,440,12104,16,993,2,2,20050817,2.99,1
440,441,12358,16,112,1,1,20050818,4.99,1
441,442,12577,16,898,1,1,20050818,7.99,1
442,443,13151,16,668,1,2,20050819,4.99,1
443,444,13391,16,917,2,1,20050819,4.99,1
444,445,13480,16,45,2,1,20050820,6.99,1
445,446,14511,16,973,1,1,20050821,8.99,1
446,447,287,17,792,2,2,20050526,2.99,1
447,448,580,17,770,2,1,20050528,2.99,1
448,449,884,17,889,1,2,20050530,4.99,1
449,450,2175,17,879,2,2,20050618,5.99,1
450,451,2684,17,271,2,1,20050619,8.99,1
451,452,3269,17,838,2,2,20050621,5.99,1
452,453,5714,17,810,2,1,20050710,3.99,1
453,454,5883,17,619,2,1,20050710,3.99,1
454,455,6884,17,795,1,2,20050712,1.99,1
455,456,8076,17,48,2,2,20050728,8.99,1
456,457,8213,17,835,2,1,20050728,2.99,1
457,458,9092,17,409,1,2,20050730,8.99,1
458,459,9138,17,559,2,1,20050730,2.99,1
459,460,9382,17,460,2,2,20050730,8.99,1
460,461,9489,17,873,2,1,20050730,0.99,1
461,462,11990,17,661,1,2,20050817,4.99,1
462,463,13732,17,252,1,1,20050820,2.99,1
463,464,14040,17,201,1,1,20050820,2.99,1
464,465,14326,17,234,2,2,20050821,2.99,1
465,466,14346,17,22,1,1,20050821,2.99,1
466,467,15752,17,458,1,2,20050823,5.99,1
467,468,50,18,432,2,1,20050525,2.99,1
468,469,116,18,973,1,1,20050525,4.99,1
469,470,692,18,174,2,1,20050529,4.99,1
470,471,1451,18,778,1,2,20050615,5.99,1
471,472,1783,18,10,2,2,20050616,4.99,1
472,473,2112,18,356,1,2,20050617,5.99,1
473,474,2990,18,995,1,1,20050620,8.99,1
474,475,4672,18,417,2,2,20050708,3.99,1
475,476,4724,18,740,2,2,20050708,3.99,1
476,477,4923,18,206,2,2,20050708,3.99,1
477,478,6128,18,445,2,2,20050711,2.99,1
478,479,6846,18,270,1,1,20050712,0.99,1
479,480,8122,18,463,1,2,20050728,2.99,1
480,481,8555,18,611,1,1,20050729,4.99,1
481,482,9036,18,173,1,1,20050730,4.99,1
482,483,9114,18,199,2,2,20050730,4.99,1
483,484,10682,18,995,1,1,20050801,4.99,1
484,485,10721,18,200,2,2,20050801,1.99,1
485,486,11094,18,680,2,2,20050802,4.99,1
486,487,11439,18,637,1,2,20050802,4.99,1
487,488,12333,18,953,1,2,20050818,0.99,1
488,489,13490,18,54,1,2,20050820,0.99,1
489,490,18,19,741,1,2,20050525,0.99,1
490,491,110,19,893,2,2,20050525,9.99,1
491,492,179,19,563,2,1,20050526,6.99,1
492,493,337,19,164,2,1,20050527,2.99,1
493,494,591,19,83,2,2,20050528,2.99,1
494,495,696,19,450,2,2,20050529,2.99,1
495,496,2657,19,786,1,1,20050619,2.99,1
496,497,2848,19,756,2,1,20050619,2.99,1
497,498,3423,19,789,2,2,20050621,2.99,1
498,499,3549,19,856,1,2,20050706,4.99,1
499,500,6495,19,532,2,2,20050712,4.99,1
500,501,9157,19,31,1,1,20050730,5.99,1
501,502,9256,19,875,2,1,20050730,0.99,1
502,503,10077,19,506,2,2,20050731,9.99,1
503,504,10176,19,263,1,1,20050731,7.99,1
504,505,11508,19,590,1,2,20050816,8.99,1
505,506,11869,19,757,1,1,20050817,5.99,1
506,507,12211,19,324,2,1,20050818,9.99,1
507,508,12357,19,35,2,2,20050818,2.99,1
508,509,13718,19,45,2,1,20050820,8.99,1
509,510,13804,19,483,1,2,20050820,8.99,1
510,511,14101,19,412,2,1,20050821,4.99,1
511,512,15047,19,288,2,1,20050822,2.99,1
512,513,15529,19,875,1,2,20050823,0.99,1
513,514,202,20,147,1,2,20050526,2.99,1
514,515,497,20,578,2,2,20050528,6.99,1
515,516,546,20,109,1,2,20050528,1.99,1
516,517,1558,20,948,2,2,20050616,0.99,1
517,518,2136,20,581,1,2,20050617,3.99,1
518,519,2343,20,994,1,2,20050618,4.99,1
519,520,3350,20,707,2,1,20050621,4.99,1
520,521,4011,20,445,2,2,20050707,3.99,1
521,522,4407,20,59,2,1,20050707,2.99,1
522,523,5718,20,813,2,1,20050710,2.99,1
523,524,6254,20,443,2,1,20050711,2.99,1
524,525,6267,20,465,1,2,20050711,6.99,1
525,526,7217,20,580,1,2,20050727,4.99,1
526,527,7864,20,274,1,2,20050728,5.99,1
527,528,8127,20,928,1,2,20050728,2.99,1
528,529,9075,20,420,1,2,20050730,4.99,1
529,530,9468,20,952,1,2,20050730,3.99,1
530,531,10284,20,631,2,2,20050801,4.99,1
531,532,10616,20,243,2,1,20050801,7.99,1
532,533,10954,20,747,1,1,20050802,1.99,1
533,534,11821,20,595,2,1,20050817,0.99,1
534,535,12180,20,492,1,1,20050818,0.99,1
535,536,13036,20,321,1,2,20050819,4.99,1
536,537,13137,20,969,1,1,20050819,4.99,1
537,538,13317,20,735,2,2,20050819,2.99,1
538,539,14613,20,841,2,2,20050821,2.99,1
539,540,15057,20,989,2,2,20050822,6.99,1
540,541,15161,20,317,1,1,20050822,1.99,1
541,542,15248,20,218,1,2,20050822,0.99,1
542,543,15460,20,638,2,1,20050823,2.99,1
543,544,260,21,96,1,1,20050526,3.99,1
544,545,463,21,181,1,2,20050527,3.99,1
545,546,570,21,249,1,1,20050528,0.99,1
546,547,2235,21,759,2,2,20050618,7.99,1
547,548,2268,21,957,1,1,20050618,4.99,1
548,549,2393,21,690,1,1,20050618,2.99,1
549,550,2830,21,451,1,2,20050619,4.99,1
550,551,3212,21,908,2,1,20050621,10.99,1
551,552,5107,21,369,2,2,20050709,4.99,1
552,553,5772,21,793,1,1,20050710,3.99,1
553,554,5961,21,773,2,1,20050710,2.99,1
554,555,6943,21,531,2,2,20050726,1.99,1
555,556,7994,21,531,1,1,20050728,0.99,1
556,557,8196,21,753,2,2,20050728,6.99,1
557,558,8862,21,204,1,2,20050729,2.99,1
